Date,Order_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Region
2016-12-03,CA-2016-149762,Hon 4060 Series Tables,Furniture,3.0,89.57,20.0,West
2016-12-03,CA-2016-149762,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,8.0,2.74,0.0,West
2016-12-03,CA-2016-149762,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,3.0,16.24,0.0,West
2016-12-03,CA-2016-149762,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,2.0,102.83,15.0,West
2016-04-28,CA-2016-167605,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,2.0,15.17,60.0,Central
2017-08-25,US-2017-105697,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,2.0,12.85,20.0,East
2017-06-17,CA-2017-165323,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology,5.0,680.9,0.0,East
2017-06-17,CA-2017-165323,Kingston Digital DataTraveler 64GB USB 2.0,Technology,3.0,33.78,0.0,East
2015-11-20,CA-2015-110891,"Global High-Back Leather Tilter, Burgundy",Furniture,4.0,86.09,30.0,East
2017-09-04,CA-2017-100783,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,1.0,30.38,20.0,Central
2015-07-04,CA-2015-152513,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,2.0,11.42,20.0,West
2017-09-15,CA-2017-139822,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,2.0,19.31,0.0,East
2017-09-15,CA-2017-139822,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,2.0,29.99,0.0,East
2017-03-13,CA-2017-107713,Avery Arch Ring Binders,Office Supplies,3.0,58.1,0.0,East
2017-09-24,CA-2017-134096,Vtech CS6719,Technology,5.0,76.79,20.0,South
2017-09-24,CA-2017-134096,Wilson Jones International Size A4 Ring Binders,Office Supplies,3.0,5.19,70.0,South
2016-08-13,CA-2016-125843,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,4.0,5.58,0.0,South
2016-08-13,CA-2016-125843,Alphabetical Labels for Top Tab Filing,Office Supplies,7.0,14.8,0.0,South
2017-11-20,CA-2017-120404,Maxell 4.7GB DVD+R 5/Pack,Technology,3.0,0.99,0.0,East
2017-11-20,CA-2017-120404,Apple iPhone 5S,Technology,1.0,569.99,0.0,East
2017-11-20,CA-2017-120404,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,3.0,16.99,0.0,East
2017-07-25,CA-2017-167549,Safco Drafting Table,Furniture,6.0,49.69,30.0,Central
2016-03-25,CA-2016-120082,Newell 319,Office Supplies,3.0,19.84,0.0,East
2016-07-15,US-2016-168095,Bevis Steel Folding Chairs,Furniture,3.0,76.76,20.0,West
2016-07-15,US-2016-168095,Xerox 1909,Office Supplies,5.0,21.1,20.0,West
2017-08-17,CA-2017-166093,Staple envelope,Office Supplies,2.0,11.68,0.0,West
2017-08-17,CA-2017-166093,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,3.0,23.99,20.0,West
2017-08-17,CA-2017-166093,Xerox 1962,Office Supplies,2.0,4.28,0.0,West
2017-08-17,CA-2017-166093,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,3.0,4.64,20.0,West
2017-08-17,CA-2017-166093,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,9.0,279.81,0.0,West
2017-08-17,CA-2017-166093,Standard Rollaway File with Lock,Office Supplies,3.0,180.19,0.0,West
2017-08-17,CA-2017-166093,GBC Recycled Grain Textured Covers,Office Supplies,8.0,27.63,20.0,West
2016-12-14,CA-2016-146325,"Global Task Chair, Black",Furniture,2.0,40.71,20.0,West
2016-12-14,CA-2016-146325,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,10.0,13.48,0.0,West
2017-12-25,CA-2017-134194,Wilson Jones Legal Size Ring Binders,Office Supplies,9.0,4.4,80.0,Central
2017-12-25,CA-2017-134194,Staple remover,Office Supplies,7.0,6.38,20.0,Central
2017-12-25,CA-2017-134194,Newell 34,Office Supplies,2.0,15.87,20.0,Central
2017-12-25,CA-2017-134194,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,5.0,8.2,80.0,Central
2017-12-25,CA-2017-134194,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,3.0,1.06,80.0,Central
2014-03-01,CA-2014-131009,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,5.0,3.77,20.0,Central
2014-03-01,CA-2014-131009,Harbour Creations Steel Folding Chair,Furniture,6.0,60.38,30.0,Central
2014-03-01,CA-2014-131009,DAX Black Cherry Wood-Tone Poster Frame,Furniture,6.0,10.59,60.0,Central
2014-03-01,CA-2014-131009,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,3.0,43.18,20.0,Central
2015-11-19,CA-2015-145814,Accohide Poly Flexible Ring Binders,Office Supplies,2.0,2.99,20.0,East
2015-11-19,CA-2015-145814,Aastra 6757i CT Wireless VoIP phone,Technology,4.0,215.44,0.0,East
2014-04-01,CA-2014-138359,Rogers Profile Extra Capacity Storage Tub,Office Supplies,4.0,16.74,0.0,East
2014-04-01,CA-2014-138359,Zipper Ring Binder Pockets,Office Supplies,2.0,3.12,0.0,East
2017-10-05,CA-2017-131807,Global Deluxe High-Back Office Chair in Storm,Furniture,4.0,108.79,20.0,West
2017-10-05,CA-2017-131807,Staples,Office Supplies,5.0,2.98,0.0,West
2017-10-05,CA-2017-131807,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,4.0,3.95,0.0,West
2017-10-05,CA-2017-131807,DAX Clear Channel Poster Frame,Furniture,5.0,14.58,0.0,West
2017-10-05,CA-2017-131807,KI Adjustable-Height Table,Furniture,3.0,68.78,20.0,West
2017-10-05,CA-2017-131807,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,1.0,7.99,20.0,West
2017-11-18,CA-2017-104864,Tennsco Commercial Shelving,Office Supplies,5.0,16.27,20.0,South
2017-11-18,CA-2017-104864,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,8.0,2.53,70.0,South
2017-11-18,CA-2017-104864,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,4.0,97.26,20.0,South
2017-11-18,CA-2017-104864,Xerox 221,Office Supplies,4.0,5.18,20.0,South
2017-11-18,CA-2017-104864,Xerox 211,Office Supplies,8.0,5.18,20.0,South
2015-03-23,CA-2015-138219,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,4.0,8.34,0.0,West
2016-10-10,CA-2016-157707,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,3.0,30.29,70.0,West
2016-10-10,CA-2016-157707,iOttie HLCRIO102 Car Mount,Technology,1.0,15.99,20.0,West
2016-10-10,CA-2016-157707,"Global Manager's Adjustable Task Chair, Storm",Furniture,1.0,120.78,20.0,West
2015-08-16,US-2015-126753,Cisco IP Phone 7961G-GE VoIP phone,Technology,4.0,129.95,40.0,East
2015-08-16,US-2015-126753,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,3.0,10.39,20.0,East
2015-08-16,US-2015-126753,Xerox 227,Office Supplies,2.0,5.18,20.0,East
2015-08-16,US-2015-126753,"Avery Durable Plastic 1"" Binders",Office Supplies,2.0,1.36,70.0,East
2015-08-16,US-2015-126753,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,3.0,84.78,20.0,East
2015-08-16,US-2015-126753,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,3.0,1.25,70.0,East
2015-08-16,US-2015-126753,Xerox 199,Office Supplies,3.0,3.42,20.0,East
2014-05-31,CA-2014-166051,Samsung Galaxy Note 3,Technology,3.0,219.99,0.0,South
2014-05-31,CA-2014-166051,Grandstream GXP1160 VoIP phone,Technology,3.0,37.91,0.0,South
2015-08-27,CA-2015-113040,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,1.0,5.1,20.0,West
2014-01-03,CA-2014-103800,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,2.0,8.22,20.0,Central
2014-09-10,CA-2014-113383,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,4.0,20.48,0.0,East
2014-09-10,CA-2014-113383,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,5.0,50.98,0.0,East
2017-01-22,CA-2017-152499,Staples,Office Supplies,5.0,3.02,20.0,Central
2017-01-22,CA-2017-152499,Newell 348,Office Supplies,3.0,2.62,20.0,Central
2016-04-21,CA-2016-151498,Round Ring Binders,Office Supplies,5.0,1.66,20.0,West
2016-07-20,CA-2016-137939,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,5.0,17.99,0.0,East
2016-08-23,US-2016-117793,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,4.0,6.3,0.0,Central
2016-08-23,US-2016-117793,Avery 515,Office Supplies,3.0,12.53,0.0,Central
2016-08-23,US-2016-117793,Pizazz Global Quick File,Office Supplies,1.0,14.97,0.0,Central
2016-08-23,US-2016-117793,Maxell 4.7GB DVD+R 5/Pack,Technology,2.0,0.99,0.0,Central
2016-06-14,CA-2016-133872,GBC Twin Loop Wire Binding Elements,Office Supplies,4.0,9.98,70.0,South
2016-06-14,CA-2016-133872,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,2.0,9.23,20.0,South
2015-11-20,US-2015-165743,Wilson Jones Custom Binder Spines & Labels,Office Supplies,3.0,1.63,70.0,West
2015-11-20,US-2015-165743,Sauder Barrister Bookcases,Furniture,6.0,24.29,70.0,West
2015-11-20,US-2015-165743,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,6.0,1.6,70.0,West
2017-11-03,US-2017-105998,Microsoft Sculpt Comfort Mouse,Technology,5.0,39.95,0.0,West
2017-11-03,US-2017-105998,Chromcraft Round Conference Tables,Furniture,12.0,139.43,20.0,West
2014-05-04,US-2014-148194,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,7.0,1.74,0.0,West
2014-05-04,US-2014-148194,Holmes Odor Grabber,Office Supplies,4.0,14.42,0.0,West
2015-11-08,US-2015-151407,Cisco SPA508G,Technology,4.0,65.99,0.0,Central
2015-12-12,CA-2015-110870,Logitech Wireless Marathon Mouse M705,Technology,6.0,49.99,0.0,West
2015-12-12,CA-2015-110870,Staple remover,Office Supplies,7.0,3.68,0.0,West
2014-12-01,CA-2014-143210,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,2.0,135.95,0.0,East
2014-12-01,CA-2014-143210,"Linden 10"" Round Wall Clock, Black",Furniture,3.0,15.28,0.0,East
2014-12-01,CA-2014-143210,Ultra Door Push Plate,Furniture,2.0,4.91,0.0,East
2016-10-07,CA-2016-139808,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,12.0,7.78,0.0,West
2015-11-17,CA-2015-110863,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,4.0,135.31,0.0,Central
2015-11-17,CA-2015-110863,Easy-staple paper,Office Supplies,3.0,35.44,0.0,Central
2015-11-17,CA-2015-110863,Hon Olson Stacker Chairs,Furniture,5.0,264.78,0.0,Central
2014-03-17,CA-2014-127859,Xerox 1909,Office Supplies,6.0,21.1,20.0,East
2015-06-20,US-2015-136427,Griffin GC36547 PowerJolt SE Lightning Charger,Technology,7.0,17.99,20.0,West
2017-05-25,CA-2017-120168,GBC DocuBind P100 Manual Binding Machine,Office Supplies,5.0,132.78,20.0,East
2017-05-25,CA-2017-120168,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,8.0,15.0,0.0,East
2017-05-25,CA-2017-120168,Acco Hot Clips Clips to Go,Office Supplies,1.0,3.29,0.0,East
2017-05-25,CA-2017-120168,Eldon 200 Class Desk Accessories,Furniture,3.0,6.28,0.0,East
2014-09-09,US-2014-131870,Nu-Dell Executive Frame,Furniture,6.0,10.11,20.0,East
2014-09-09,US-2014-131870,Newell 320,Office Supplies,9.0,3.42,20.0,East
2017-10-17,CA-2017-114804,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,1.0,52.79,20.0,West
2017-11-02,CA-2017-167227,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,10.0,8.39,0.0,Central
2017-11-02,CA-2017-167227,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,2.0,5.88,0.0,Central
2014-07-21,CA-2014-129189,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,3.0,1.66,80.0,Central
2014-07-21,CA-2014-129189,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,5.0,17.58,20.0,Central
2014-07-21,CA-2014-129189,Hon Every-Day Series Multi-Task Chairs,Furniture,5.0,131.59,30.0,Central
2014-07-21,CA-2014-129189,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,1.0,1.04,80.0,Central
2015-09-11,CA-2015-132465,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,2.0,105.34,0.0,East
2015-09-11,CA-2015-132465,Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,1.0,78.8,0.0,East
2015-09-11,CA-2015-132465,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,1.0,19.99,0.0,East
2015-09-11,CA-2015-132465,Fellowes Staxonsteel Drawer Files,Office Supplies,4.0,193.17,0.0,East
2016-10-21,CA-2016-166373,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,6.0,17.68,20.0,Central
2016-01-07,CA-2016-158806,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,3.0,7.69,60.0,Central
2016-01-07,CA-2016-158806,Xerox 212,Office Supplies,5.0,5.18,20.0,Central
2015-06-25,CA-2015-119690,Xerox 1884,Office Supplies,3.0,15.98,20.0,Central
2015-06-25,CA-2015-119690,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,2.0,0.49,80.0,Central
2015-06-25,CA-2015-119690,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,9.0,8.38,60.0,Central
2015-06-25,CA-2015-119690,Avery File Folder Labels,Office Supplies,2.0,2.3,20.0,Central
2015-09-20,CA-2015-153738,GBC Standard Plastic Binding Systems' Combs,Office Supplies,6.0,6.28,0.0,East
2017-07-10,CA-2017-169012,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,3.0,13.97,0.0,South
2017-06-30,CA-2017-109393,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,3.0,145.33,15.0,West
2017-08-21,CA-2017-121489,"Padded Folding Chairs, Black, 4/Carton",Furniture,6.0,64.78,20.0,West
2017-08-21,CA-2017-121489,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,6.0,95.43,0.0,West
2017-08-21,CA-2017-121489,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,2.0,16.59,0.0,West
2017-03-11,US-2017-133081,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,4.0,15.97,0.0,East
2017-03-11,US-2017-133081,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,1.0,26.72,0.0,East
2017-09-15,CA-2017-165008,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,9.0,32.78,20.0,West
2016-09-20,CA-2016-145611,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,5.0,78.65,0.0,East
2016-12-15,CA-2016-113600,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,3.0,0.74,70.0,East
2017-11-03,CA-2017-130834,Strathmore Photo Mount Cards,Office Supplies,3.0,5.42,20.0,South
2016-07-03,CA-2016-168543,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,7.0,100.98,0.0,East
2014-09-26,CA-2014-144974,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,5.0,1.19,70.0,East
2014-09-26,CA-2014-144974,DAX Black Cherry Wood-Tone Poster Frame,Furniture,1.0,21.18,20.0,East
2014-09-26,CA-2014-144974,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,6.0,6.9,20.0,East
2014-07-14,CA-2014-109904,Newell 315,Office Supplies,3.0,5.98,0.0,East
2017-09-28,CA-2017-152205,GBC Standard Plastic Binding Systems Combs,Office Supplies,1.0,2.66,70.0,East
2015-08-28,CA-2015-121188,"Hot File 7-Pocket, Floor Stand",Office Supplies,5.0,178.47,0.0,West
2015-08-28,CA-2015-121188,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,2.0,153.83,15.0,West
2015-08-28,CA-2015-121188,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,9.0,80.98,0.0,West
2015-08-28,CA-2015-121188,GBC Wire Binding Combs,Office Supplies,5.0,8.27,20.0,West
2015-08-28,CA-2015-121188,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,3.0,14.39,20.0,West
2015-08-28,CA-2015-121188,Eldon Wave Desk Accessories,Furniture,2.0,2.08,0.0,West
2015-09-20,CA-2015-156013,Xerox 1881,Office Supplies,5.0,12.28,0.0,East
2015-09-20,CA-2015-156013,Recycled Premium Regency Composition Covers,Office Supplies,2.0,12.22,20.0,East
2016-11-07,CA-2016-132997,AT&T SB67148 SynJ,Technology,4.0,65.99,0.0,East
2016-11-07,CA-2016-132997,Jabra Supreme Plus Driver Edition Headset,Technology,3.0,119.99,0.0,East
2016-11-07,CA-2016-132997,Xerox 23,Office Supplies,2.0,6.48,0.0,East
2016-11-07,CA-2016-132997,"Eldon Base for stackable storage shelf, platinum",Office Supplies,3.0,38.94,0.0,East
2016-11-07,CA-2016-132997,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,2.0,138.39,20.0,East
2015-10-20,US-2015-160563,Logitech G602 Wireless Gaming Mouse,Technology,3.0,79.99,0.0,West
2015-10-20,US-2015-160563,Acrylic Self-Standing Desk Frames,Furniture,6.0,2.67,0.0,West
2017-01-01,CA-2017-151750,SAFCO Boltless Steel Shelving,Office Supplies,5.0,90.91,20.0,Central
2017-01-01,CA-2017-151750,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,5.0,28.28,60.0,Central
2017-01-01,CA-2017-151750,Office Star - Contemporary Task Swivel Chair,Furniture,4.0,77.69,30.0,Central
2017-01-01,CA-2017-151750,Fluorescent Highlighters by Dixon,Office Supplies,4.0,3.18,20.0,Central
2017-01-01,CA-2017-151750,GBC Instant Report Kit,Office Supplies,5.0,1.29,80.0,Central
2017-01-01,CA-2017-151750,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,14.0,0.98,80.0,Central
2017-01-01,CA-2017-151750,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,2.0,7.61,80.0,Central
2015-06-23,CA-2015-106187,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,3.0,9.14,0.0,South
2015-06-23,CA-2015-106187,GBC DocuBind P100 Manual Binding Machine,Office Supplies,1.0,165.98,0.0,South
2015-06-23,CA-2015-106187,Dell Slim USB Multimedia Keyboard,Technology,3.0,25.0,0.0,South
2016-11-22,US-2016-164945,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,8.0,16.78,20.0,East
2015-10-26,CA-2015-150714,Avery 477,Office Supplies,6.0,24.42,20.0,West
2015-10-26,CA-2015-150714,Xerox 1914,Office Supplies,3.0,43.97,20.0,West
2015-10-26,CA-2015-150714,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,5.0,40.78,20.0,West
2015-10-26,CA-2015-150714,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,7.0,2.04,70.0,West
2015-10-26,CA-2015-150714,Fellowes Officeware Wire Shelving,Office Supplies,10.0,71.86,20.0,West
2016-10-20,CA-2016-105753,Aluminum Document Frame,Furniture,5.0,12.22,0.0,South
2017-04-28,CA-2017-120894,Harmony HEPA Quiet Air Purifiers,Office Supplies,3.0,9.36,20.0,South
2016-09-29,CA-2016-106621,Newell 351,Office Supplies,4.0,2.62,20.0,West
2015-07-10,CA-2015-107020,Large Capacity Hanging Post Binders,Office Supplies,2.0,19.96,20.0,West
2015-08-07,US-2015-117492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,9.0,8.62,0.0,East
2014-12-07,CA-2014-101392,Advantus Rolling Drawer Organizers,Office Supplies,7.0,38.48,0.0,West
2015-12-10,CA-2015-127502,Avery File Folder Labels,Office Supplies,2.0,2.88,0.0,West
2017-11-08,CA-2017-143658,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,5.0,21.98,0.0,East
2017-07-27,CA-2017-133046,Staple-based wall hangings,Furniture,3.0,7.96,0.0,West
2017-07-27,CA-2017-133046,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,4.0,6.55,0.0,West
2017-07-27,CA-2017-133046,Xerox 227,Office Supplies,2.0,6.48,0.0,West
2017-07-27,CA-2017-133046,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,5.0,46.99,0.0,West
2017-12-28,CA-2017-122798,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,5.0,23.65,0.0,West
2017-12-28,CA-2017-122798,Xerox 1953,Office Supplies,1.0,4.28,0.0,West
2016-03-10,CA-2016-169663,Kingston Digital DataTraveler 16GB USB 2.0,Technology,3.0,8.95,0.0,West
2016-03-10,CA-2016-169663,Okidata MB760 Printer,Technology,3.0,1119.2,20.0,West
2015-05-22,CA-2015-149846,Avery 476,Office Supplies,2.0,4.13,0.0,West
2015-05-22,CA-2015-149846,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,7.0,424.76,20.0,West
2015-05-22,CA-2015-149846,Pizazz Global Quick File,Office Supplies,7.0,14.97,0.0,West
2015-05-22,CA-2015-149846,Aastra 57i VoIP phone,Technology,6.0,129.29,20.0,West
2017-02-17,CA-2017-159149,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,1.0,89.07,32.0,Central
2017-02-17,CA-2017-159149,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,6.0,29.24,20.0,Central
2017-02-17,CA-2017-159149,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,4.0,109.58,20.0,Central
2017-12-08,US-2017-167570,Global Deluxe Steno Chair,Furniture,4.0,53.89,30.0,East
2017-11-18,CA-2017-160122,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,6.0,9.26,20.0,Central
2017-11-18,CA-2017-160122,Global Highback Leather Tilter in Burgundy,Furniture,2.0,63.69,30.0,Central
2016-12-01,CA-2016-130393,"Situations Contoured Folding Chairs, 4/Set",Furniture,5.0,49.69,30.0,Central
2016-12-01,CA-2016-130393,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,4.0,2.91,80.0,Central
2016-12-01,CA-2016-130393,"Global Push Button Manager's Chair, Indigo",Furniture,2.0,42.62,30.0,Central
2017-10-03,CA-2017-144820,Colorific Watercolor Pencils,Office Supplies,5.0,4.13,20.0,Central
2017-08-29,CA-2017-101014,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,3.0,49.34,0.0,West
2017-11-24,CA-2017-105543,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,1.0,33.29,0.0,Central
2017-06-30,US-2017-113201,Xerox 1919,Office Supplies,5.0,40.99,0.0,West
2017-07-22,US-2017-106551,Hon Every-Day Series Multi-Task Chairs,Furniture,4.0,131.59,30.0,Central
2016-11-11,CA-2016-116722,Magnifier Swing Arm Lamp,Furniture,2.0,20.98,0.0,West
2016-11-11,CA-2016-116722,Hon Every-Day Series Multi-Task Chairs,Furniture,3.0,150.38,20.0,West
2016-11-11,CA-2016-116722,Avery Poly Binder Pockets,Office Supplies,11.0,2.86,20.0,West
2014-12-09,CA-2014-138128,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,3.0,10.22,20.0,East
2014-12-09,CA-2014-138128,Canon PC940 Copier,Technology,4.0,269.99,40.0,East
2017-09-07,US-2017-150070,Global Low Back Tilter Chair,Furniture,2.0,80.78,20.0,West
2015-02-06,CA-2015-137064,UniKeep View Case Binders,Office Supplies,3.0,0.98,80.0,Central
2015-02-06,CA-2015-137064,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,2.0,9.26,20.0,Central
2015-02-06,CA-2015-137064,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,3.0,223.58,20.0,Central
2017-08-26,CA-2017-157350,"Seth Thomas 16"" Steel Case Clock",Furniture,5.0,12.99,60.0,Central
2014-07-20,CA-2014-127866,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,2.0,20.97,0.0,West
2014-07-20,CA-2014-127866,Xerox 1965,Office Supplies,2.0,5.98,0.0,West
2014-07-20,CA-2014-127866,Newell 348,Office Supplies,4.0,3.28,0.0,West
2014-07-20,CA-2014-127866,"Hot File 7-Pocket, Floor Stand",Office Supplies,3.0,178.47,0.0,West
2015-10-08,CA-2015-131352,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,3.0,24.26,60.0,Central
2015-02-16,CA-2015-121776,Xerox 1881,Office Supplies,3.0,12.28,0.0,West
2015-02-16,CA-2015-121776,Avery 485,Office Supplies,7.0,12.53,0.0,West
2016-08-12,CA-2016-118073,BPI Conference Tables,Furniture,7.0,80.33,45.0,South
2014-11-09,CA-2014-103219,"Eldon 200 Class Desk Accessories, Black",Furniture,9.0,6.28,0.0,East
2016-07-18,CA-2016-102561,Newell 326,Office Supplies,8.0,1.41,20.0,East
2016-07-18,CA-2016-102561,Steel Personal Filing/Posting Tote,Office Supplies,10.0,28.41,20.0,East
2016-07-18,CA-2016-102561,Xerox 196,Office Supplies,4.0,4.62,20.0,East
2016-02-05,CA-2016-100993,Avery 508,Office Supplies,3.0,4.91,0.0,West
2016-02-05,CA-2016-100993,"Fellowes Mobile File Cart, Black",Office Supplies,3.0,62.18,0.0,West
2016-02-05,CA-2016-100993,Chromcraft Round Conference Tables,Furniture,4.0,139.43,20.0,West
2016-02-05,CA-2016-100993,Anker Astro 15000mAh USB Portable Charger,Technology,4.0,39.99,20.0,West
2014-06-20,US-2014-112949,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,6.0,78.65,0.0,Central
2014-06-20,US-2014-112949,Nontoxic Chalk,Office Supplies,2.0,1.76,0.0,Central
2017-06-09,US-2017-146822,Easy-staple paper,Office Supplies,4.0,12.28,0.0,South
2016-12-27,US-2016-131058,Avery File Folder Labels,Office Supplies,7.0,2.88,0.0,West
2014-01-26,CA-2014-167997,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,2.0,5.34,0.0,Central
2014-01-26,CA-2014-167997,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,2.0,70.98,0.0,Central
2017-03-23,CA-2017-140151,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,2.0,16.24,0.0,West
2017-03-23,CA-2017-140151,Xerox 1898,Office Supplies,3.0,6.68,0.0,West
2017-03-23,CA-2017-140151,Canon imageCLASS 2200 Advanced Copier,Technology,4.0,3499.99,0.0,West
